text,topic,label,source
"my wife has a history of 1 miscarriage and one abortion she is just 22 years. now she has diagnosed with abdominal tuberculosis, and now she is getting fail to conceive , she is taking forcox tab. for last one month is it right. what should we do for a baby ,",pregnancy,2,healthcaremagic
Which of the following antihypeensive drug is contraindicated in pregnancy,pregnancy,2,medmcqa
"Hi, my 2 year old son has small red spots around his pubic area. He has had them for a few weeks and diaper creams dont seem to help. We were giving him a bath tonight and noticed them on the penis too. We are curious what it could be and what else we can try.",general_srh,6,healthcaremagic
"What other problems could I possibly have if I have milky discharge from my penis all the time sometimes heavy sometimes light, also burning at the very end of urination when last of urine is coming out, but have been screened for all STDs and all came back negative?",sti_hiv,1,healthcaremagic
hi my girlfriend is 21 and 3 half weeks pregnant 2 nights ago she went to the toilet and a spot of fresh blood came out yesterday she went to her doctor she had a full examination the dr said she was ok anything heaver come back but this morning the same as happened just a spot of blood whats happening,pregnancy,2,healthcaremagic
"Im a 12 year old male and I started to masturbate maybe, 2 months ago? And last week I did it like 5 day in a row. And quite but when I do get my orgasm my penis goes in and out, then semen comes out. No sperm, am I fine? PLEASE ANSWER QUICK I AM SO NERVOUS",general_srh,6,healthcaremagic
I recently had unprotected sex were as I got a irritation on the skin that caused a scratch. A couple days go by I put neosporin on it to speed the healing process. The next morning I awake to a couple of bumps on my gentile area where the scratch was.. Its been 2 weeks and counting since this has been going on. My partner got tested and she tested Negative for all STDs I have a Appointment in the morning .... What do this sound like,sti_hiv,1,healthcaremagic
Gonadal sex of the fetus is determined by :,pregnancy,2,medmcqa
I have a problem I havent had my period since January. I last menstruated in December 2013. I was on the progestin injection then I switched to the levonorgesterl and ethinylestradiol birth control pill. Could this be the cause of two missed periods. I have done 4 home pregnancy tests and they all came out negative.Please help I am worried,contraception,0,healthcaremagic
"Hi Doctor, I have married on Feb and we are trying for baby and we are not successful. we had tests with my wife to a lady doctor and everything is good for her including her ovary . I want to check my sperm count is low. How to check it. can you suggest a good hospital or can i do it on my own. I do masturbate before marriage. is there anyproblem in that. i masturbate atleast once a day!! will that be the problem for me? please advise.",general_srh,6,healthcaremagic
Can HIV/ AIDS be inherited?,sti_hiv,1,afrimedqa
"A client is recently diagnosed with HIV and a highly antiretroviral therapy is started. After the first week of therapy, the patient complains of headache, dizziness, and nightmares. Which one of the following anti-retroviral drugs is most likely associated with these symptoms?",sti_hiv,1,medmcqa
Can maternal health issues be minimize or avoided through antenatal care?,pregnancy,2,afrimedqa
Purpose of sterilization is to eliminate,contraception,0,medmcqa
I had a small lump on my balls when I applied pressure it moved so I slid my fingers together and it moved up eventually releasing thin puss from a hole near the base of my penis . What is that and why is it doing that? It was a good bit the first time I did it but it seem to be just a small amount every couple day .,general_srh,6,healthcaremagic
Following is associated with maximum risk of invasive cervical cancer:-,general_srh,6,medmcqa
Trachoma is caused by which serotype of chlamydia trachomatis?,sti_hiv,1,medmcqa
Regarding HIV which of the following is not true:,sti_hiv,1,medmcqa
"My partner and I had sex when I was menstruating. he has developed a rash, which is painful, white spots and there is a foul smell emanating from his penis. There is also a burning sensation when he urinates. I only had a burning sensation immediately after the act. What is the cause of this. I am very concerned.",puberty,3,healthcaremagic
"I started Chateal (birth control) roughly 3 months ago. Last month I had a period lasting about 2 days which is abnormal. But about a week ago I had unprotected sex and started spotting the day after, I continued to spot for a few days and started my period. But I m only on the first week of this months pills, making my period 3 weeks early. Could I be pregnant? Should I be worried?",puberty,3,healthcaremagic
"I am a 28 year old female with a number of autoimmune disorders - fibromyalgia the most recently diagnosed. I am currently on Lexapro, Zegrid OTC, Flexeril, Singulair, proventil inhaler, claritin, 25mcg synthroid, and I also take vit b complex, c, and d daily as well as a kids multivite. My question is that in the past several months, I have been unable to achieve orgasm without great difficulty (by myself even - and I used to be able to do that incredibly quickly without any problems. When I do orgasm, my legs and arms go numb and very painful, and my heart beats out of my chest, and I feel like I can t breathe. I had an EKG in november that was normal, but I have had several incidences of tachycardia including when I was woken up from general anesthesia after ovarian surgery. Could this be a heart problem even with a normal EKG?",general_srh,6,healthcaremagic
"The risk of neonatal chicken pox is the maximum, if maternal infection occurs :",pregnancy,2,medmcqa
"hi, i am 27 years of age, trying to conceive for two years but not successful. my height is 5 2 , weight is 56 kls. i am diagnosed with PCOS six months ago and was prescribed to take metformin and ovamit(just started for two months now) but still not able to conceive. the ultrasound showed that i have a normal sized anteverted uterus with intact endometrium . polycystic ovaries with dominant follicle on the right. my HSG result is",general_srh,6,healthcaremagic
What are the long-term effects of Pelvic Inflammatory Disease?,general_srh,6,afrimedqa
"Hi I am 12 weeks pregnant and got a urine test done. The result shows luecocytes 2-3 hpf and Epithelial cells 2-3 hpf. Rest of the results show negative with ph- 7 and Specific gravity 1.005. I dont know what to interpret from this report, do I have a urinary tract infection which needs to be treated with antibiotics?",pregnancy,2,healthcaremagic
"hi doc,i take cerazette oral pills,my obgyn gave me this prescription bec i am breastfeeding.i finished the 28tablet last sat may 5,me and my husband decided to stop it.i start this pill april 8 and i had my period on april23.so it means i not pregnant bec i had already my period.",puberty,3,healthcaremagic
"Hello, I have a couple questions first Ill like to say I started my period on march 15th it ended on the 19 I had sex unprotected and he did inject inside me because we are trying to conceive on the 27th or 28th. It is the 3rd of April and iv been getting creamy discharges when I go to the restroom and yesterday I had cramps. My period is not due till next week was I ovulating? Do I have a chance? Also yesterday my left boob was having light cramping it would come and go",puberty,3,healthcaremagic
"Hi, I am 25, healthy, I dont smoke i drink only occasionally and weight a normal weight. I am worry because i get chest pain on the left side. I realised it is always 1 week after I finished my periods and i think I have had this for a long time. It is uncomfortable for a week and after it usually goes. My doctor said my blood pressure is good, the bloods test came up good, i have no short of breath and no heart desease history in my family. It doesnt get particularly worse if i make an effort. Is it pms ?",puberty,3,healthcaremagic
"Hello doctor good morning I had periods last 6 th august.due to oveebleeding and stomach tablets I taken some stomach pain tablets and doctor gave me birth pill.I taken only for 5 days and stopped.2 days I got my period and stopped.again 19 20 I got brown vainal discharge.25 26 27 we had intercourse the upcoming days I felt dizziness,headache,loss of appetite,frequent urination and vommiting sensation and I first got milky vaginal dicharge next day egg watery elastic discharge and yesterday watery discharge.today is my period date and I having no stomach pain.my vagina is dry.did am having delay in periods",puberty,3,healthcaremagic
"Abdominal ultrasound for kidney observed lobulated uterus that should be examined via pelvic ultrasound. Primary care DR said if I have heavy bleeding, they would order it. I don t have that, and don t know what other symptoms would warrant concern. I am menopausal/post menopausal (last period GT 9 months ago), 55 years old, relatively good health. No history of fibroids or anything else related to pelvic organs. Should I be concerned? What should I be watching for? Should I push for the pelvic ultrasound regardless of any symptoms?",general_srh,6,healthcaremagic
Auditory aids include,sti_hiv,1,adaptllm
"Ive noticed that a week or so before my period I have painful lumps in my right armpit and also on the side and underneath my right breast. I also have some achiness in my right arm and in my right leg, behind my knee. I dont really notice having these symptoms much any other time, could these all be related? Possibly hormonal??",puberty,3,healthcaremagic
"Im actually a physician too but could use some advice. I have mild reactive airway disease, and use albuterol for rescue on rare occasion. Im also pregnant at the time. After the huge dust storm here in Arizona Ive been quite short of breath. It doesnt feel like my usual bronchoconstriction. It is almost a tightness in my chest, with dry cough. Didnt know if I could continue to chalk it up to allergies or at what point I should get evaluated?",pregnancy,2,healthcaremagic
"The first day of my last period was Jan 2 2011 till about the 7th of Jan I had sex with my husband the 7,8,9 ,10,11 On Jan 15th I had unprotected sex with my lover aprox 330am in the morning that night at 630pm I took plan B the morning after pill. I now find myself pregnant . who is the father",contraception,0,healthcaremagic
Oral contraceptive pills can cause all except:,contraception,0,medmcqa
The combined oral contraceptive pill is absolutely contraindicated in:,contraception,0,medmcqa
"I am always horny. I masturbate almost every day, sometimes more than once. Can this have a detrimental effect on my mental, physical, and sexual health? I normally feel fatigued and have trouble concentrating but I think that is due to the fact that I have not been working out like I normally am due to some injuries. Some studies online said that chronic masturbation can lead to chemical changed in the brain and physical effects such as the ones that I described above, but I don t know the validity of those studies. Enlighten me docs!",general_srh,6,healthcaremagic
What are some of the tests that would be done to confirm the diagnosis of Gestational diabetes?,pregnancy,2,afrimedqa
"hey doctor my name is benjamin and i been having this odourless discharge whicChatDoctore out sometimes when i am wiping my butt in the toilet could this mean i am infected with unknown desease, but the thing which worries me is that it has been almost three years not having sexual intercourse please help.",general_srh,6,healthcaremagic
Which of the following is the common clinical manifestation of human parvovirus B 19 (HPV–19) infection ?,sti_hiv,1,medmcqa
"i m 11 weeks pregnant. checked my lever last year, including the ultrasound. everything was fine. Got my blood test today. bilirubin is OK, SGOT is OK (28), whereas SGPT is 72! I stress a lot, can this lead to such a result? (If I rule out viral heps, what are other options?) Thank you very much for your answer!",pregnancy,2,healthcaremagic
Is it only HIV that makes one to feel this week or there are other diseases?,sti_hiv,1,afrimedqa
Oral contraceptive pills cause all except :,contraception,0,medmcqa
"After giving treatment for syphilis ,the response to treatment can be best assessed by?",sti_hiv,1,medmcqa
"I HAD AN IUD FOR 6 YEARS, I HAD IT REMOVED AND DECIDED TO GO ON BIRTH CONTROL. SO I HAD MY REGULAR PERIOD APRIL 19,2010. AND I STARTED MY PILLS MAY 2. 2010. I HAD SEX ON MAY 1, 7,8,9. I STOPPED TAKING THE PILLS ON MAY 7, BECAUSE I HAD SEVERE HEADACHES EVERDAY THAT I TOOK THE PILL. I THOUGHT WHEN YOU STOP TAKING THE PILL, IT CAUSES YOU TO HAVE YOUR PERIOD. I HAVE NOT STARTED. AND IM WONDERING IF MAYBE IM PREGNANT AND THATS WHY I HAVENT STARTED. OR MAYBE IM WRONG AND STOPPING THE PILL DOES NOT CAUSE YOU TO START YOUR PERIOD. I AM 33 YEARS OLD AND HAVE 4 OTHER CHILDREN SO I KNOW I AM VERY FERTILE. HOW LONG SHOULD I WAIT TO TAKE A PREGNANCY TEST.",contraception,0,healthcaremagic
Which of the following is not sexually transmitted :,sti_hiv,1,medmcqa
"helo sir....i am a girl of 21 year..i have done sex with my bf on 23rd nov..nxt day i took i pill...after 3 or 4 days we again made relation bt we used condom..i have heared that after taking pill the periods comes in a week...bt its my 11th day.my last day of period was 10th november....i am so scared plz tel me ,is anything wrong with me..what should i do?",contraception,0,healthcaremagic
Percutaneous transmission of HIV,sti_hiv,1,medmcqa
"I used clavam 625 as a treatment against thypoid. I am using microgynon 20 as birth control, my doctor said it might not have effect on the birth control pills, however I got a small bleeding today. Might it be because of taking clavam and microgynon?",contraception,0,healthcaremagic
"I am a male of 56 years old and I believe I have genital warts that keep spreading. I have tried a perscribed gel before but all that did was burn and leave black and blue marks. What can I do? I don t have a family Dr but, I am covered under my county s medical assistance program. Can I get a perscription on line from a DR for something?",sti_hiv,1,healthcaremagic
Uterine bleeding at 12 weeks gestation without any cervical dilation is an indication of,pregnancy,2,medmcqa
"I m 85 days late. Both blood and urine test show negative. I have all the symptoms i.e. Heart burn, extreme fatigue, slight pelvic pain, trouble sleeping, smells are bothering me, nausea, appetite has decreased. I m at a loss. I m 42-1/2 years old. No spotting.",general_srh,6,healthcaremagic
Hi. I am Kate. My age is 33 years. I have PCOS and usually need to have a withdrawal bleed. Last cycle i went in for fertility treatment and was treated with 100 mg clomid for 5 days + 150 mg Gonal F for 3 days + 225 mg Gonal F for 4 days and on Day 15 was given a trigger shot. But i did not conceive. I also had mild OHSS. THis cycle i visited another doctor on Day 15 of my cycle. He gave me 60 ml of some injectable to release the egg from a follicle 18 mm in size. he said it is not ChatDoctor . what can it be? Also in the scan he said one follicle is leftover from last time and one is new. Is it possible for him to know this if he hasnt seen the previous scans? He has also asked me to take duphaston 2 tabs from Day 18 to 28. Many thanks - Kate. PS,pregnancy,2,healthcaremagic
A couple months ago I got a small fleshy bump on my penis. A couple weeks later I developed a small puss filled white head. I was able to pop it with no problem. It didnt hurt at all but then became a little bigger. Im a 36 yr old male whos had a history of hpv I contracted from a girlfriend back in 1998. But this doesnt look like any wart Ive ever had. As well as Ive not had anyother breakouts in years. It is still there and has remained the same size. What could this be?,sti_hiv,1,healthcaremagic
my daughter in law has a 3 year old and stopped breast feeding him at 6 months. she says her breast have been leaking ever since. she has used an iud a few months after he was born and there is thyroid problems in her family. should i encourage her to seek medical attention?,contraception,0,healthcaremagic
The diaphragm given below depicts _________,contraception,0,medmcqa
"Hi, my name is Cassandra and I am 16, almost 17 years old.I have an extremely irregular period that comes MONTHS apart... It could be anywhere between 2-6 months apart. I believe my last one was either November or December 2012 and it is now APRIL 2013! Im worried because Ive heard and read many different possible causes. I just want to know if there is any possible reasoning for this... I want to have children eventually but Im extremely nervous that what Im experiencing wont allow me to.I am also a type 1 diabetic, since september 2009.Thanks!",puberty,3,healthcaremagic
A 5 year old child with gas under diaphragm is seen in ?,contraception,0,medmcqa
"I stopped breastfeeding my daughter back in may, didn t have a period the whole time. Finally got it in july and august bit missed September and October and due to have it within the week. Took many home pregnancy tests all negative. I am also have some clear discharge for about 2 months give or take. What could it be?",pregnancy,2,healthcaremagic
"i have numbness and tingling in arms, legs, feet, hands, lower back pain, and mucus in my throat for about 1 month now, every so often I will also have right jaw pain and an occasional headache. doctors cannot seem to figure out what is wrong with me. i had an mri of my head, spine, and lower back, blood tests done with an igg slightly elevated but of no concern. have polyclonal gammopathy. been tested for rheumatoid arthritis, celiac disease, hiv, tb, heavy metals, syphillis. ms ruled out by my xrays. everything is said to be normal. what is wrong with me. i seem to be getting worse by the day",sti_hiv,1,healthcaremagic
"hi, im 35 weeks pregnant and was in hospital several weeks ago with a bed chest infection, i have been back to the doctors again today as i feel that it has come back. The doctor has put me on more antibiotics but im worried what will happen if this doesnt clear up as im due for a c-section on the 9th may?",pregnancy,2,healthcaremagic
"With respect to instrumentation of the uterus, which operation has the highest risk of perforation?",general_srh,6,afrimedqa
there is suspicious density in the right apex. Heart is enlarged with left ventricular prominence. Pulmonary vascularity is normal. Diaphragm is sharp. bony thorax is intact. Impression,contraception,0,healthcaremagic
Which condition is characterized by the presence of ectopic endometrial-like tissue within the myometrium and is a cause of dysmenorrhea and dyspareunia in African women?,puberty,3,afrimedqa
me and my husband are trying to have a child and one I have irregular periods and this is our first child so I dont know when I ovulate or when im fertile we are needing help my irregular periods are I think was making it hard for us and he said its hard for him to have kids he said when he was younger a Dr. told him he couldnt have kids. and I also have brith control pills from 2010 its never been opened or used can I still take them?,puberty,3,healthcaremagic
A 15 yr old girl who has not attained menarche is brought to emergency with complains of severe pain abdomen and acute urinary retention. On examination there is a tense bulging hymen . All of the following can/ will be findings in the patient except,puberty,3,medmcqa
"I got the depo provera shot about two months ago, and two weeks ago my period started and has had no signs o stopping anytime soon. Ive never had a period even close to this long! What can I do to stop my period as soon as possible? Ive heard of starting birth control pills, but is that safe if the depo doesnt wear off for another month?",contraception,0,healthcaremagic
"An 8-day-old male infant is brought to the emergency department with vomiting, lethargy, dehydration and features of shock. Clinical examination reveals hyperpigmentation of the genital skin and normal external genitalia. Blood investigations reveal Sodium 124 mEq/L, potassium of 7 mEq/L and hypoglycemia. Which of the following is the most likely diagnosis?",general_srh,6,medmcqa
A 20-year-old G2P1 patient comes to see you at 17 weeks gestational age to review the results of her triple test done 1 week ago. You tell the patient that her maternal serum a-fetoprotein (MSAFP) level is 2.0 multiples of the median (MOM). The patient's obstetrical history consists of a term vaginal delivery 2 years ago without complications. What do you tell your patient regarding how to proceed next?,pregnancy,2,medmcqa
"hi, I m 33 yrs old, a chronic PCOD patient with irregular mentrual cycles. from past 5yrs taking the treatment for infertility , undergone several IUIs, 3 IVFs . my tubes are patent, and recently got examined for TB which cae negative. i feel totally let down, pls suggest me if thr is any further treatment available for me to conceive aprt from donor eggs",pregnancy,2,healthcaremagic
I just got my pap results back today and they told me that it came back abnormal. She mentioned HPV and said I will have to come back for further testing. I have my period right now so I made it for a week from today. Reading things online is freaking me out because its sounds like something bad to me,sti_hiv,1,healthcaremagic
"I have beeen tring to get pregnant for 2 years, ChatDoctor test shows that the tubes are patent,i was diagnosed for pcos after which i took a metmorphin for 6 months yet no pregnance.After which i took clomid yet nothing my husband sperm is about29 million. i am confuse what should i do",pregnancy,2,healthcaremagic
Hi!.. Me and My Husband is trying to have a baby.. i have spotting for 4 days and negative pregnancy test . i when to a gyn and she advice me to take noresthisterone ( Aminor ) for 3 days. she did not tell also what is the result to the transvaginal ultrasound my LMP Oct. 19 - im confused right now. i dnt know if im pregnant or im just experincing PMS . thank you.,pregnancy,2,healthcaremagic
i have had a cough for 5wks now at first i felt like i had cold in my chest but now its just a dry cough that want stop the doctor did have me on cough medicine but the cougChatDoctore back i also have herpes is this normal to have these syptoms with herpes?,sti_hiv,1,healthcaremagic
Following is the marker of HIV infection in blood:,sti_hiv,1,medmcqa
A 25-year female presented with mild pallor and moderate hepatosplenomegaly. Her hemoglobin was 92g/L and fetal hemoglobin level was 65%. She has not received any blood transfusion till date. She is most likely to be suffering from -,pregnancy,2,medmcqa
"hey doctor, in 2006 i had an arbortion and then in 2007 i had another and in 2008 early i had my last one and after hdoing i had teriable pains for 2 day and heavey cloths, since then i had a mucus like menstruation and had pains now and then,and since i was not ready to have a baby then, i startd taking the moring after pill almost every 2days of the week for 2 full years and in 2010 me and my partner decided to try for a baby with no luck, so 3 weeks back i went to see a GP and he said i have a womb infection and i need a womb scrab for my mucus like menstruation, will that help me to have a baby or am i dimaged?",puberty,3,healthcaremagic
"A 30-year old female complains of lower abdominal pain and purulent vaginal discharge. Her pulse rate is 98/min, temperature is 101oF, WBC and ESR are raised. Per vaginal examination reveals lower abdominal tenderness and cervical motion tenderness. What is the best treatment option for her?",general_srh,6,medmcqa
"I had a mirena IUD placed on January 4th. This morning while I was still asleep I had a watery discharge . When I woked I thought I had urinated at first. I had a baby in November and have had some bladder control issues since. However, I found that my pajama pants were wet, and there was a slight fishy smell. It was almost the smell I get with a yeast infection , but I am showing no other symptoms. Then after going to the bathroom I stood up and had another, smaller gush. It is definitely the consistency of water. Should I be concerned?",contraception,0,healthcaremagic
I had surgery 2weeks ago Wednesday. My ovaries were removed a cluster of cyst located right behind my cervix was also removed. I have been experiencing a cramps sometime severe since Sunday night. Is this normal? Should I head to ER? Or call my doctor first thing in the morning?,general_srh,6,healthcaremagic
hi i am vani Its almost 1yr that i got married and i have not yet conceived lot of questions and force from in-laws. i was skipping my periods but the preg result was negative.we meet the doctor as we were planning for pregancy she asked us to take Nuforce kit for both of us and folacin tablet twice a day for myself for 3 months and she even asked us for my thyroid test which was normal..my menstrual date was on 7th but i have skipped my periods but very tensed if the result will be negative...does folicin 5mg twice a day will help me to conceive..,puberty,3,healthcaremagic
My boyfriend and I just spent weekend in fl with my sister and brother in law and we shared a bathroom . I didn t inform my boyfriend of them having herpes and now I m killing myself scared to death because he just informed me he used my brother in laws razor on his face who has herpes what to do help scared to death he might have it not sure if it can spread that way?????,sti_hiv,1,healthcaremagic
Emergency contraceptive contains?,contraception,0,medmcqa
Hello my question i normally do have pretty regular cycles only ever a day late at the least however me and my significant other had unprotected intercourse where he ejaculated in me and oddly enough my period is late this month should have started 1/20/14 but has yet to show up and the month is nearly over plz help its strange an stressful any info would be great?,puberty,3,healthcaremagic
"Are there specific types of soaps or cleansers that are gentler and more suitable for maintaining genital health, and do you have any recommendations for brands or ingredients to look for or avoid?",general_srh,6,afrimedqa
Transmission of HIV from mother to child is prevented by all the following except:,sti_hiv,1,medmcqa
"A 6-year-old girl presents with precocious puberty, some bony lesions & hyperpigmented skin lesions as shown below. What is the most probable diagnosis?",puberty,3,medmcqa
"hi sir, i feel like loosing my sensitivity in penis, there is nothing problem in urination. but my blood pressure has suddenly gone down because of weakness, and after that only i felt loosing my penis sensitiviy, and feeled lots of worries tension, and now i dont find erection seeing my gf, please advise",general_srh,6,healthcaremagic
Type of glomerulopathy in HIV positive patient is:,sti_hiv,1,medmcqa
Hellowe are a couple trying for one year now to get pregnant and invainmy husband has asthenoteratospermiahe had varicocelectomy done 3 months agothe count improved alittle but the motility and abnormal forms improved he is on selenium and L carnitineas for me i have be diagnosed to have an endometrioma on the left sidethe ovulation follow up revealed good ovulation the HSG was good toomy question is,pregnancy,2,healthcaremagic
"ok, ive been having alot of lower stomach pains in the center area. 6days ago i had sex and it hurt so bad i couldnt move from a fetel postion for about an hour. now im 5 days late on my period and still have stomach pain. should i be worrying myself about anything?",puberty,3,healthcaremagic
"Hello sirCmg directly to my point right from my puberty Ive been involved in masterbation n this has caused many problems in my life like back pain,loss of memory n conc., general weakness now plz help me out n provide me sum tips to reverse these ill effects",puberty,3,healthcaremagic
"My medical insurance ran out about 2 months ago and that is when I stopped the generic YAZ birth control pill. I am almost 24 yrs old & I have been on different types of bc pills for 10 years and this is the 1st time I have not been on it. Now, I have not had a period for this entire time and am concerned. Took 2 at home preg test and both negative. Also, I have dropped about 20 lbs over this time too (was 145 now 125) and have been having very severe anxiety/depression... Over the past 10 yrs I have also experimented with all types of drug use. Is my body changing for good??",contraception,0,healthcaremagic
Which of the following is the best explanation for the mechanism of the action of the intrauterine device (IUD)?,contraception,0,medmcqa
The shoest diameter in fetal head is:,pregnancy,2,medmcqa
"I woke up last saturday to find my scrotum swollen, blue and purple and painfull. I went to the doctor on monday who checked me and then referred me to a urologist who also checked me, used ultrasound and then prescribed antibiotics for 10 days.The blue colour has since gone and i now notice a long lump that when i feel it, feels like it is between my testicles but more to the left running all the way from the top of my scrotum. What is this likely to be, im starting to worry because the medication is almost over but i still have little pain and discomfort?",general_srh,6,healthcaremagic
"hi, doctor, i am having epididymitis on right testicle n havin uncomfortable pain in lower abdomen... had banocide forte for more than 3 months n doxycycline for 2 months but got no result... instead pain in abdomen had become slight more occurent..",general_srh,6,healthcaremagic
"I am a 16 year old male, height of 56 with a weight of about seven and a half stones. Ive had a problem with my penis for a long time now. It seems that its a combination of three colours. It is a slight green around the tip of the penis head, the back and sides are a slight blue and greenish colour, while the front (facing towards my stomach while erected) is a red normal colour. There is no irritation, no pain, no swelling or anything. Plus ive got no STDs or STIs as ive been tested.",sti_hiv,1,healthcaremagic
"What are the available treatment options for HIV/AIDS, and how can I access support services for managing this condition?",sti_hiv,1,afrimedqa
"A 16-year-old girl has not yet reached menarche. She has normal secondary sex characteristics, and visual inspection of her external genitalia is unremarkable. The patient is given progesterone and has withdrawal bleeding a few days later. This patient most likely has",puberty,3,medmcqa
Which one of the following hormonal contraceptive CANNOT be used during lactation :,contraception,0,medmcqa
"When last did you experience periods , it must be period pain",puberty,3,afrimedqa
i have had abdominal left lower pain for years i have had 3csetions have had test donr best thing i was told scar tissue an fybroid cissed however it feels like im ripping tearing on daily basis i cant function normal i cant sleep an am in constint pain its worse during an after my period however i have it daily with or without my period no over counter meds help an doctors are reluctant to help me with pain managment i suffer an i feel they do not beleive me on the level of pain i am in an the seriousiness of my pain condition i cant suffer no more i am lost,puberty,3,healthcaremagic
I am a female and I got my period January 19 and got done with it January 24. Well 2 days later I started puking at like 3,puberty,3,healthcaremagic
"how long after giving up smoking does fertility come back? Ive only been smoking for a year. Just stopped smoking yesterday. So far so good, but my husband and I are trying to have a baby, so just wondering how long it takes for the reversible effects of smoking on fertility to go away. I know some are irreversible, but what about the ones that arent?",pregnancy,2,healthcaremagic
"A Pap smear of a 23-year-old woman demonstrates squamous cells with enlarged, hyperchromatic nuclei and prominent perinuclear halos. The Pap smear is graded as cervical intraepithelial neoplasia, grade II (CIN II). Which of the following viruses is most likely to be etiologically related to this neoplastic growth?",general_srh,6,medmcqa
"Taking oral birth control, right after I take the pill I begin to have horrible cramps worse then my normal menstrual cramps. Haven t been sexually active, did have a slip up 3 months ago though, ever since then my periods have been lighter then normal. What could be causing the extreme cramps?",contraception,0,healthcaremagic
"Regarding diagnostic tests for syphilis, true is all except",sti_hiv,1,medmcqa
All of the following are true about Herpes group virus except-,sti_hiv,1,medmcqa
"Hi, I have a small lump on my penis shaft. I have never had sex but do masturbate. Can you tell me what this is and is it serious. Also should i not bring my penis into contact with clothes as someone told me staying naked for few days will help. Regards",general_srh,6,healthcaremagic
"All of the following interventions are recommended to prevent mother to child transmission of HIV, except:",sti_hiv,1,medmcqa
In a case of Dysgerminoma of ovary one of the following tumor markers is likely to be raised;,general_srh,6,medmcqa
